,listing_id,address,property_type,property_link,price_per_month,featured_property,dates_available,furnishing,letting_type,date_added,date_reduced,description,longitude,latitude,initial_scrape_date,most_recent_scrape_date,Bermondsey,Borough,Canada Water,Elephant & Castle,Elephant & Castle (Bakerloo),Elephant & Castle (Northern),London Bridge,Monument,Queens Road Peckham,Rotherhithe,South Bermondsey,Southwark,Surrey Quays,Tower Gateway,Tower Hill,Wapping
73,57529266,"Spenlow House, Jamaica Road, London, SE16",1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-57529266.html,"£1,352 pcm",,Now,Furnished,Long term,,15 November 2018 (33 days ago),"Available now is this fantastic one bedroom flat offers bright and well-presented interiors throughout and benefits from an excellent location in Bermondsey.The property comprises of a double room, bathroom, separated lounge with balcony and separated kitchen, The flat benefits from a superb central location in the heart of Bermondsey and close proximity to the great range of amenities of Jamaica Road, while Bermondsey station is on the other side of the road.Call us now to book your viewing",-0.065272,51.498046,18/12/2018,19/12/2018,0.0 mi,,,,,,,,,0.6 mi,,,,,,0.6 mi
74,58097046,"Falmouth Road, Southwark, London, SE1",1 bedroom apartment,https://www.rightmove.co.uk//property-to-rent/property-58097046.html,"£1,616 pcm",,,Unfurnished,Long term,14 November 2018 (34 days ago),,"This attractive one bedroom garden flat located in Falmouth Road, off the popular Trinity Church Square. This apartment has wooden floors and a modern kitchen, with built in appliances. Accommodation comprises 1 bedroom, 1 bathroom, kitchen and separate reception room. Available unfurnished. EPC: C.Viewing By appointment with Knight Frank +44 (0)20 3811 2344 Reference 310798 The property is located in Trinity Village and is within walking distance to the famous Borough Market with its abundance of shops, cafes and restaurants. Borough Station and London Bridge Station are both within walking distance and offer access to the Northern and National Rail.",-0.081503,51.4964,18/12/2018,19/12/2018,,0.3 mi,,0.4 mi,0.4 mi,,,,,,,,,,,
75,77428355,Twist House - Grange Road,1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-77428355.html,"£1,600 pcm",,Now,Unfurnished,,13 November 2018 (35 days ago),,"*RENT FEE FREE WITH L&Q;* Twist House is a stunning new development a short walk from the ever popular Bermondsey Street with its array of bars, boutiques, galleries and restaurants. This is a one bedroom, 1st floor, newly built apartment available to rent in central SE1 location.  The property boasts one double bedroom with fitted wardrobe, spacious open plan living with fully integrated kitchen, modern fitted bathroom with heated towel rail and own private balcony.  This property is offered unfurnished and available immediately.  Contact us to arrange your appointment today on 0208 853 6937. Please note: images shown are of the show home - specification will be the same but layouts may differ",-0.079138,51.4957,18/12/2018,19/12/2018,0.7 mi,0.7 mi,,,,,0.7 mi,,,,,,,,,
76,77058332,"Maltby Street, London",1 bedroom apartment,https://www.rightmove.co.uk//property-to-rent/property-77058332.html,"£1,733 pcm",,12/01/2020,Furnished,Long term,10 November 2018 (38 days ago),,"A large and modern one double bedroom new build apartment located in the popular Bermondsey Central development. The property benefits from a very good specification throughout and consists of an extremely large open plan reception with fully integrated kitchen, a modern and contemporary bathroom suite, a good size double bedroom with built in wardrobes and a south west facing balcony accessible from both bedroom and reception. Available from mid January. Viewings are highly recommended.",-0.075679,51.499092,18/12/2018,19/12/2018,0.5 mi,,,,,,0.6 mi,,,,,,,,0.7 mi,
77,77974301,Law Street,2 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-77974301.html,"£1,348 pcm",,,Furnished,,09 November 2018 (39 days ago),,"A great value for money 2 double bedroom apartment with NO LIVING ROOM in London Bridge SE1. The property features a separate kitchen and living room which the landlord is happy to be used as the second bedroom.The apartment offers a comfortable living space and benefits from being under 10 minutes walk distance to Kings College guys Campus, Borough & London Bridge underground stations. Available 23rd December 2018",-0.087139,51.497211,18/12/2018,19/12/2018,,0.4 mi,,,0.6 mi,,0.5 mi,,,,,,,,,
78,77974298,Law St,1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-77974298.html,"£1,348 pcm",,,Furnished,,09 November 2018 (39 days ago),,"A great value for money 1 bedroom apartment with Separate living room and kitchen in London Bridge SE1.The apartment offers a comfortable living space and benefits from being under 10 minutes walk distance to Kings College guys Campus, Borough & London Bridge underground stations. Available 23rd December 2018",-0.087139,51.497211,18/12/2018,19/12/2018,,0.4 mi,,,0.6 mi,,0.5 mi,,,,,,,,,
79,77012756,"Cragie House, London",2 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-77012756.html,"£1,452 pcm",,Now,Unfurnished,,08 November 2018 (40 days ago),,"Please quote reference 36046 when enquiring about this propertyThe flat comprises two spacious double bedrooms, a living/reception room, first floor family bathroom and separate kitchen. Currently unfurnished.The flat has good bus and tube links. Bermondsey Underground Station (Zone 2) is a 15 minute walk. Southernwood Retail park and Superstore is a 6 minute walk away.Canary Wharf - 21 minsBank - 27 minsBond Street - 27 minsEPC - C",-0.07228,51.490853,18/12/2018,19/12/2018,0.6 mi,,,,,,,,,,0.8 mi,,1.1 mi,,,
80,68405251,"Crosby Row, Borough, SE1",2 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-68405251.html,"£1,690 pcm",,,,Long term,07 November 2018 (41 days ago),,"LONG LET. A charming two bedroom flat boasting a superb location just off of Borough High Street, featuring a bright reception room and separate fitted kitchen.Crosby Row benefits from immediate access to a superb selection of shops, bars and restaurants on Borough High Street, Southwark Street and the fantastic Southbank area.",-0.088832,51.501145,18/12/2018,19/12/2018,,0.2 mi,,,0.6 mi,,0.3 mi,,,,,,,,,
81,68396377,"Lafone Street, London SE1",1 bedroom apartment,https://www.rightmove.co.uk//property-to-rent/property-68396377.html,"£1,733 pcm",,26/12/2018,Furnished,Long term,07 November 2018 (41 days ago),,"Positioned on the fifth floor, this lovely apartment has a spacious reception room with large window and exposed brickwork, smart open plan kitchen, sleeping area and modern bathroom. The flat is bright and airy and has good storage space. Eagle Wharf is a sought after development in the heart of Shad Thames with daytime porterage. The apartment is on the doorstep of an excellent range of riverside bars and restaurants and convenient transport links as both London Bridge station (Northern line and Jubilee line) and Tower Hill station (Circle line and District line) are within easy reach.",-0.074622,51.503661,18/12/2018,19/12/2018,,,,,,,0.5 mi,,,,,,,0.5 mi,0.4 mi,
82,76919864,"Lockyer Estate, Kipling Street, London, SE1",1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-76919864.html,"£1,300 pcm",,,"Furnished or unfurnished, landlord is flexible",Long term,05 November 2018 (43 days ago),,"A modern bright and spacious one bedroom first floor flat set within a low rise block minutes from both Borough and London Bridge stations. The property comprises of a spacious reception room, a separate modern fully fitted kitchen, double bedroom and a shower suite. Having undergone recent refurbishment the flat boasts wood flooring throughout, double glazing and is offered in good decorative order. The property is a available furnished and is located within a quiet residential road moments from Borough market, Bermondsey Street and the London Bridge amenities.",-0.087716,51.500638,18/12/2018,19/12/2018,,0.3 mi,,,0.6 mi,,0.3 mi,,,,,,,,,
83,76375262,"Albany Road, London SE5",2 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-76375262.html,"£1,499 pcm",,Now,Unfurnished,Long term,,05 November 2018 (43 days ago),"Top floor apartment in a private development with a secure bike storage.Comprising two bedrooms, two bathrooms, fitted kitchen, and living room with Juliet Balcony overlooking Burgess Park. The flat benefits from storage cupboards and access to the loft space.To the rear there is off street resident parking, for which you have one permanent pass and one guest parking pass. Elephant and Castle (Zone 1) station is just over a mile away and there are many frequent buses to central buses, with a stop just 200 yards from the flat. Call 020 7820 4141 now to book a viewing",-0.077458,51.48761,18/12/2018,19/12/2018,0.9 mi,,,1.2 mi,,,,,,,1.0 mi,,,,,
84,57753924,"Cole Street, Southwark, London, SE1",1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-57753924.html,"£1,473 pcm",,,Unfurnished,Long term,02 November 2018 (46 days ago),,"This charming one bedroomed apartment located on the ground floor in Cole Street, Trinity Village in the heart of Borough, London and features direct access to a communal garden. The reception room is neutral and bright. The kitchen has fitted appliances and plenty of cupboard space, with direct access to the communal garden. The bedroom is a good size.Viewing By appointment with Knight Frank 02078615015Reference 289813 The property is located in Trinity Village and is within walking distance to the famous Borough Market with its abundance of shops, cafes and restaurants. Borough Station and London Bridge Station are both within walking distance and offer access to the Northern and National Rail. Please visit www.trinityvillage.co.uk for further letting opportunities located at Trinity Village, Borough SE1.",-0.093505,51.499851,18/12/2018,19/12/2018,,0.1 mi,,0.4 mi,0.4 mi,,,,,,,,,,,
85,57709500,"Devon Mansions, Tooley Street, Tower Bridge",1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-57709500.html,"£1,560 pcm",,Now,Furnished,,01 November 2018 (47 days ago),,"Occupying part of the third floor, this well located one bedroom flat is moments from London Bridge for access to mainline/underground stations, Tower Bridge for access to the City and ""More London"" with its pleasant river walks, cafe's, bars and restaurants.  					Having recently undergone a programme of extensive refurbishment this well presented flat comprises entrance hall with storage, pleasant living room with feature bay window looking onto Potters Fields with Tower Bridge beyond, brand new separate fitted kitchen with integrated appliances and dining area, double bedroom and new bathroom. The flat has been extensively refurbished to a high standard and is available furnished. Devon Mansions is located opposite More London Place with London Bridge for mainline/underground stations and the river being a short walk away.          Property ref: 121_706_2579446",-0.08081,51.503224,18/12/2018,19/12/2018,,,,,,,0.3 mi,,,,,,,0.6 mi,0.5 mi,
86,76665872,"118 Southwark Bridge Road, London, Greater London, SE1",1 bedroom apartment,https://www.rightmove.co.uk//property-to-rent/property-76665872.html,"£1,733 pcm",,Now,Furnished,,25 October 2018 (54 days ago),,"A modern and sharply presented luxury flat in a great location in Borough, close to the tube station. Its a one bedroom flat with loads of space being over 650 sq.ft in size and with its own private balcony.The flat comprises of a large entrance hallway, modern, fully fitted kitchen, huge bedroom and a large living/dining room with plenty of natural light. Laminate flooring is found throughout. Secure parking also comes with the flat.The development is secure and within walking distance to Waterloo and London Bridge but is closest to Borough station on the Northern line.",-0.098788,51.501177,18/12/2018,19/12/2018,,0.2 mi,,,0.4 mi,,,,,,,0.3 mi,,,,
87,57472083,Newcomen Street,2 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-57472083.html,"£1,647 pcm",,Now,,,24 October 2018 (55 days ago),,"An ideally located this spacious two double bedroomed apartment is situated in the heart of London Bridge.Boasting larger than average rooms, south facing balcony, separate kitchen, white walls, wooden floors and contemporary fittings throughout. This  property is located in this very well kept purpose built block on the second floor ( Four floors in total) and just of the ever popular  Borough High Street. For transport London Bridge Station (Northern line, Jubilee line and overground) is minutes away. The many delights of Borough Market and The Southbank are also minutes away.",-0.090953,51.502489,18/12/2018,19/12/2018,,0.2 mi,,,,,0.3 mi,0.6 mi,,,,,,,,
88,57468300,"Antonine Heights, City Walk, London Bridge",1 bedroom apartment,https://www.rightmove.co.uk//property-to-rent/property-57468300.html,"£1,690 pcm",,Now,Furnished,,,24 October 2018 (56 days ago),"Stunning 516 st ft second floor apartment situated within this sought after purpose built new development Antonine Heights loacted momnets from fashionalble Bermondsey Street, the famous Borugh Market and London Bridge mainline/underground stations   This spacious one bedroom second floor well presented apartment comprises entrance hall with storage cupboard, open plan living/dining room with access to generous balcony, separate kitchen with fitted units and integrated appliances, double bedroom and bathroom with contemporary white suite. Benefits include lift and an allocated secure parking space. Viewing is highly recommended in order to appreciate the internal condition and location of this stylish apartment. SOLE AGENT          Property ref: 121_706_4691125",-0.085318,51.498802,18/12/2018,19/12/2018,,0.4 mi,,,0.7 mi,,0.4 mi,,,,,,,,,
89,57465444,Tabard Street,2 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-57465444.html,"£1,517 pcm",,Now,,,23 October 2018 (56 days ago),,"Superbly located and situated on the first floor of this very well kept ex-local authority building.Neutral decor throughout and wooden floors. This property comprises of two well proportioned bedrooms,  separate kitchen, modern bathroom and delightful balcony.For Transport London Bridge Station and Borough Station are moments away.The green open spaces of Tabard Gardens and the bars and restaurants of Bermondsey Street and Tower Bridge Road are also close by.",-0.087454,51.496587,18/12/2018,19/12/2018,,0.4 mi,,0.6 mi,0.6 mi,,,,,,,,,,,
90,57465441,Weston Street,1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-57465441.html,"£1,387 pcm",,Now,,,23 October 2018 (56 days ago),,"Located in the heart of London Bridge this impressive one bedroomed apartment is situated moments from Bermondsey Streeet and Borough Market. Neutral decor throughout and wooden floors. This property comprises of one large bedroom, separate kitchen and fully tiled bathroom and massive living room. This beautiful property is perfect for professionals or students. London Bridge station and Borough Station are minutes away.",-0.085226,51.498169,18/12/2018,19/12/2018,,0.4 mi,,,0.7 mi,,0.5 mi,,,,,,,,,
91,76619891,Borough High Street,1 bedroom property,https://www.rightmove.co.uk//property-to-rent/property-76619891.html,"£1,517 pcm",,Now,Unfurnished,,23 October 2018 (56 days ago),,"Large one bedroom flat situated in the heart of Borough, a short walk from both Borough Underground station and London Bridge station. Excellent local amenities, including Borough Market being a stones throw away. The flat comprises of an open plan kitchen and living area, with lovely wooden flooring. A good sized double bedroom with a corridor lined with storage cupboards and built in wardrobes - leading to a large bathroom. The property is in good condition and is available unfurnished.",-0.089824,51.504677,18/12/2018,19/12/2018,,0.3 mi,,,,,0.2 mi,0.5 mi,,,,,,,,
92,57374640,"Chaucer Drive, London SE1",1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-57374640.html,"£1,248 pcm",,Now,Furnished,Long term,18 October 2018 (61 days ago),,Set within a popular private development a short distance from Grange Road is this charming one bedroom first floor flat. Offering good living space throughout and fully furnished. Call to arrange a viewing on 020 7480 0120.,-0.074076,51.489264,18/12/2018,19/12/2018,0.7 mi,,,,,,,,,,0.9 mi,,1.2 mi,,,
93,56842491,Harper Road,1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-56842491.html,"£1,430 pcm",,Now,,,,15 October 2018 (64 days ago),"Superbly located moments from the ever popular Borough high Street, this larger than average one bedroomed apartment offers size, quality and location. Situated on the second floor of this very well kept ex-local authority building minutes from the beautiful Trinity Church Square.Wooden floors throughout and neutrally decorated this apartment offers a separate bright and airy reception room, stylish separate kitchen with washer dryer, generous sized bedroom and modern bathroom. For transport Borough Tube Station (Northern Line) or London Bridge Station (Jubilee line, Northern line and mainline train) are moments away. The delights of Borough Market and the South Bank are also easily reachable by foot.",-0.093413,51.495335,18/12/2018,19/12/2018,,,,0.3 mi,0.3 mi,0.3 mi,,,,,,,,,,
94,57049848,"Kipling Estate, London SE1",2 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-57049848.html,"£1,733 pcm",,Now,,,,12 October 2018 (67 days ago),"RE/MAX presents this lovely 2 bedroom apartment near London Bridge SE1.  This 4th floor apartment comprises 2 double bedrooms, large reception room with private balcony, modern eat-in kitchen, bathroom and separate toilet.  Carpets throughout, benefits from gas central heating and double glazing.Superbly located in the heart of SE1, walking distance to London bridge, Borough market and Bermondsey street.  Excellent transport links and plenty of cafe, bars and restaurant.  Available now.Please contact the office for viewings",-0.085841,51.500697,18/12/2018,19/12/2018,,0.3 mi,,,,,0.3 mi,0.7 mi,,,,,,,,
95,76076540,Spa Road,1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-76076540.html,"£1,625 pcm",,Now,,,,11 October 2018 (68 days ago),"This contemporary, bright and airy, one bedroomed apartment is located in this stunning modern development. Larger than average and boasting a extremely high and contemporary finish. Wooden floors throughout, luxury fully tiled bathroom, stylish open plan reception room with fully fitted high specification kitchen, charming communal gardens and secure private parking.For transport, Bermondsey tube Station (Jubilee Line) is minutes away with directs links to Canary wharf, London Bridge, Waterloo and the West End.  (Includes private parking).",-0.07164,51.495788,18/12/2018,19/12/2018,0.4 mi,,,,,,0.9 mi,,,,,,,,,0.9 mi
96,57177531,"St. James's Road, London, SE1",2 bedroom apartment,https://www.rightmove.co.uk//property-to-rent/property-57177531.html,"£1,517 pcm",,Now,"Furnished or unfurnished, landlord is flexible",Long term,10 October 2018 (69 days ago),,"A selection of BRAND NEW two bedroom apartments set within a purpose built development near Bermondsey station. The property has undergone complete refurbishment throughout and boasts an open plan living room with a modern fully fitted kitchen, two good size bedrooms, a luxury modern shower suite and parking. The property is close to all the local amenities of the Old Kent Road and has excellent transport links into Central London.",-0.066133,51.486345,18/12/2018,19/12/2018,0.8 mi,,,,,,,,,,0.5 mi,,0.9 mi,,,
97,67914493,Freemantle street,2 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-67914493.html,"£1,647 pcm",,Now,,,,10 October 2018 (69 days ago),"Superbly situated and flooded with natural light this stylish and contemporary two apartment has been recently redecorated to the highest of standards.Situated on the top floor of this contemporary modern development with wooden floors throughout and stylish fixtures and fittings. Boasting quality wooden floors throughout, very well proportion rooms, triple glazing, white walls, luxury fully fitted (Separate) kitchen and modern stylish bathroom with mosaic walking shower.This stylish development also comprises of a beautiful gated garden for residence.Located on this beautiful and tranquil cul-de-sac the property is moment away from transport link.For transport numerous buses and night buses stop outside the property or Borough station ( Northern Line ) can be reached in approximately fifteen minutes.",-0.082133,51.489486,18/12/2018,19/12/2018,,,,0.9 mi,0.9 mi,0.9 mi,,,,,,,,,,
98,57106080,"Walker House, Swan Street, Southwark, London, SE1",1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-57106080.html,"£1,733 pcm",,,Unfurnished,Long term,08 October 2018 (71 days ago),,"This gorgeous one bedroom apartment is situated on the first floor of this secure block and is located in Swan Street, Borough SE1. This spacious apartment benefits from bedroom, open plan kitchen/diner and bathroom. The property is available immediately on an unfurnished basis.Viewing Contact Trinity Village Management Office to arrange a viewing Reference 290062 The property is located in Trinity Village and is within walking distance to the famous Borough Market with its abundance of shops, cafes and restaurants. Borough Station and London Bridge Station are both within walking distance and offer access to the Northern and National Rail. Please visit www.trinityvillage.co.uk for further letting opportunities located at Trinity Village, Borough SE1.",-0.093598,51.499672,18/12/2018,19/12/2018,,0.1 mi,,0.4 mi,0.4 mi,,,,,,,,,,,
99,57101160,"Falmouth Road, Southwark, London, SE1",1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-57101160.html,"£1,616 pcm",,,Unfurnished,Long term,08 October 2018 (71 days ago),,"This attractive one-bedroom garden flat located in Falmouth Road, Borough SE1.  This lovely flat benefits from bedroom, modern fitted kitchen, bathroom with access to the large communal garden. The property is available immediately on an unfurnished basis.Viewing Via Trinity Village Management Office Reference 289941 The property is located in Trinity Village and is within walking distance to the famous Borough Market with its abundance of shops, cafes and restaurants. Borough Station and London Bridge Station are both within walking distance and offer access to the Northern and National Rail. Please visit www.trinityvillage.co.uk for further letting opportunities located at Trinity Village, Borough SE1.",-0.091717,51.497448,18/12/2018,19/12/2018,,0.3 mi,,0.4 mi,0.4 mi,,,,,,,,,,,
100,75603935,Shad Thames,1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-75603935.html,"£1,625 pcm",,Now,,,13 September 2018 (96 days ago),,"This beautiful warehouse development is decorated to the highest standard.Larger than average, this beautiful bright and airy one bed apartment boasts an impressive double reception/diner, floor to ceiling windows and wooden floors throughout.Situated on the first floor (Lift access) and located moments from the river Thames and Tower Bridge and the many restaurants,shops and bars of Shad Thames.For transport London Bridge station (Northern line, Jubilee line and overground) are minutes away.",-0.074171,51.500686,18/12/2018,19/12/2018,0.5 mi,,,,,,0.6 mi,,,,,,,,0.6 mi,
101,56520888,Newington Causeway,1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-56520888.html,"£1,647 pcm",,Now,,,10 September 2018 (99 days ago),,"Boasting slick lines, oak wooden floors throughout, spot lights,balcony, white walls, very good storage and extremely large open plan living space, this apartment is located on the first floor of this private modern development.Stylish and contemporary offering a wealth of living and entertaining space and also benefiting from a large communal patio.  Located near Borough High Street this apartment is superbly located to either Borough tube station (northern line) or Elephant and Castle tube or train station (Bakerloo line, Northern line or overground). The many delights of Borough Market and The Southbank are moments away.",-0.098055,51.498018,18/12/2018,19/12/2018,,,,0.2 mi,0.2 mi,0.2 mi,,,,,,,,,,
102,75240977,Kipling Street Borough SE1,1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-75240977.html,"£1,300 pcm",,Now,Unfurnished,Long term,29 August 2018 (111 days ago),,"A superbly located one bedroom flat to rent in this secure block, light and bright with excellent built-in storage throughout and access to sunny communal garden.Borough is an area teeming with history and places to discover. It’s a haven for foodies not just with the historic market but with a high street packed with established independent restaurants and cafes and new options opening all the time. There are many residential options close to tube links, many on quiet streets ranging from warehouses to period conversions and new builds.",-0.087679,51.501536,18/12/2018,19/12/2018,,0.3 mi,,,,,0.3 mi,0.6 mi,,,,,,,,
103,75232457,"Long Lane, London, SE1",1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-75232457.html,"£1,733 pcm",,,Furnished,Long term,29 August 2018 (111 days ago),,"A stunning one bedroom modern apartment situated on the 5th floor of this popular development conveniently located for London Bridge, Borough stations and nearbyBermondsey Street and Bermondsey Square with their vast array of bars and restaurants. The apartment boasts a spacious reception room leading to a private balcony, a fully integrated kitchen with modern appliances, one good size double bedroom and a three piece bathroom suite. Further benefits include, wood floors, private parking and a private balcony and storage. The property is Offered fully furnished and is AVAILABLE NOW!",-0.084609,51.499148,18/12/2018,19/12/2018,,0.4 mi,,,0.7 mi,,0.4 mi,,,,,,,,,
104,61777870,"Old Kent Road, LONDON",1 bedroom apartment,https://www.rightmove.co.uk//property-to-rent/property-61777870.html,"£1,447 pcm",,Now,Unfurnished,,09 August 2018 (131 days ago),,"SUMMARYMilestone House is an attractive new development housing a selection of 1 & 2 bedroom properties located off the Old Kent Road conveniently surrounded by local supermarkets, bars and restaurants. The excellent transport links near by will get you into the city in under 30 minutes. The apartment is split over two levels and consists of a large open plan lounge/kitchen with high end integrated appliances, a modern three piece family bathroom suite,  good sized double bedroom and access to private balconies. Inside the development you will also have access to a communal courtyard with children's play area and secure push bike storage.DESCRIPTIONMilestone House is an attractive new development housing a selection of 1 & 2 bedroom properties located off the Old Kent Road conveniently surrounded by local supermarkets, bars and restaurants. The excellent transport links near by will get you into the city in under 30 minutes. The apartment is split over two levels and consists of a large open plan lounge/kitchen with high end integrated appliances, a modern three piece family bathroom suite,  good sized double bedroom and access to private balconies. Inside the development you will also have access to a communal courtyard with children's play area and secure push bike storage. As part of our application process, fees will become due for referencing, tenancy agreement administration and an inventory check, these will be charged in addition to the Rent and Deposit that will be payable before the tenancy starts.Please contact our Branch for full details of the fees payable before you make any decision about this property or before you decide to view this property. Our Branch staff can provide you with an explanation of how these fees are calculated, please note that the referencing fees are charged per individual and should a Guarantor be required, this would attract additional referencing fees.While every reasonable effort is made to ensure the accuracy of descriptions and content, we should make you aware of the following guidance or limitations. (1) MONEY LAUNDERING REGULATIONS – prospective tenants will be asked to produce identification documentation during the referencing process and we would ask for your co-operation in order that there will be no delay in agreeing a tenancy.(2) These particulars do not constitute part or all of an offer or contract.(3) The text, photographs and plans are for guidance only and are not necessarily comprehensive.(4) Measurements: These approximate room sizes are only intended as general guidance. You must verify the dimensions carefully to satisfy yourself of their accuracy.(5) You should make your own enquiries regarding the property, particularly in respect of furnishings to be included/excluded and what parking facilities are available.(6) Before you enter into any tenancy for one of the advertised properties, the condition and contents of the property will normally be set out in a tenancy agreement and inventory. Please make sure you carefully read and agree with the tenancy agreement and any inventory provided before signing these documents.",-0.07166,51.48575,18/12/2018,19/12/2018,0.9 mi,,,,,,,,1.0 mi,,0.8 mi,,,,,
105,60754540,"434 Old Kent Road, London",2 bedroom apartment,https://www.rightmove.co.uk//property-to-rent/property-60754540.html,"£1,573 pcm",,Now,,,09 August 2018 (131 days ago),,"SUMMARYStunning Two Bedroom split level apartment offered with the benefit of two private balconies and versatile living space. The development also offers access to the secure communal courtyard area and the secure bike storage area.DESCRIPTIONMilestone House is an attractive new development housing a selection of 1 & 2 bedroom properties located off the Old Kent Road conveniently surrounded by local supermarkets, bars and restaurants. The excellent transport links near by will get you into the city in under 30 minutes. The apartment is split over two levels and consists of a large open plan lounge/kitchen with high end integrated appliances, a modern three piece family bathroom suite, two good sized double bedrooms and access to three private balconies. Inside the development you will also have access to a communal courtyard with children's play area and secure push bike storage. As part of our application process, fees will become due for referencing, tenancy agreement administration and an inventory check, these will be charged in addition to the Rent and Deposit that will be payable before the tenancy starts.Please contact our Branch for full details of the fees payable before you make any decision about this property or before you decide to view this property. Our Branch staff can provide you with an explanation of how these fees are calculated, please note that the referencing fees are charged per individual and should a Guarantor be required, this would attract additional referencing fees.While every reasonable effort is made to ensure the accuracy of descriptions and content, we should make you aware of the following guidance or limitations. (1) MONEY LAUNDERING REGULATIONS – prospective tenants will be asked to produce identification documentation during the referencing process and we would ask for your co-operation in order that there will be no delay in agreeing a tenancy.(2) These particulars do not constitute part or all of an offer or contract.(3) The text, photographs and plans are for guidance only and are not necessarily comprehensive.(4) Measurements: These approximate room sizes are only intended as general guidance. You must verify the dimensions carefully to satisfy yourself of their accuracy.(5) You should make your own enquiries regarding the property, particularly in respect of furnishings to be included/excluded and what parking facilities are available.(6) Before you enter into any tenancy for one of the advertised properties, the condition and contents of the property will normally be set out in a tenancy agreement and inventory. Please make sure you carefully read and agree with the tenancy agreement and any inventory provided before signing these documents.",-0.07166,51.48575,18/12/2018,19/12/2018,0.9 mi,,,,,,,,1.0 mi,,0.8 mi,,,,,
106,55933689,"Trocette Mansions, Bermondsey Street, London",2 bedroom apartment,https://www.rightmove.co.uk//property-to-rent/property-55933689.html,"£1,733 pcm",,Now,Furnished,,07 August 2018 (133 days ago),,"Fantastic spacious modern apartment located within fashionable Bermondsey Street, moments from London Bridge for mainline/underground stations, Bermondsey Square with its art house cinema, cafes and antiques market and Tower Bridge for access into the City.  					This recently refurbished apartment is available furnished and comprises entrance hall with storage, spacious living/dining room, separate fitted kitchen with integrated appliances and work surfaces, master bedroom, double guest bedroom two and bathroom. The apartment is located within a secure gated development with allocated parking and is considered ideal for convenient access to the City via Tower Bridge, London Bridge underground/mainline stations and Bermondsey Square.          Property ref: 121_706_340296",-0.082552,51.496059,18/12/2018,19/12/2018,,0.6 mi,,,0.8 mi,,0.6 mi,,,,,,,,,
107,66757102,Southwark Bridge Road,1 bedroom flat,https://www.rightmove.co.uk//property-to-rent/property-66757102.html,"£1,603 pcm",,Now,,,,02 August 2018 (138 days ago),"This stunning one bedroomed apartment boast a stylish neutral interior and contemporary design. Finished to the highest standard with sleek lines, luxury fittings, wooden floors high specmodern kitchen and benefits include a charming balcony and underground parking. The delights of Borough market is a five minute walk away and for transport Borough Tube Station (Northern Line) or Southwark Tube Station( Jubilee Line) are both close by.",-0.099985,51.500118,18/12/2018,19/12/2018,,0.3 mi,,0.3 mi,0.3 mi,,,,,,,,,,,
108,66266974,"Law Street, London, Greater London, SE1",1 bedroom apartment,https://www.rightmove.co.uk//property-to-rent/property-66266974.html,"£1,560 pcm",,Now,Furnished,,,20 July 2018 (151 days ago),"Residential Realtors is delighted to market this 1  Apartment in a wonderful location, situated in London SE14EA, offering amazing comfortable living and convenience with simplicity. The Apartment is presented in outstanding condition and fitted with all the basic facilities including: Close to public transport, Fitted Kitchen, Fully Furnished, Shops and amenities nearby.",-0.087139,51.497211,18/12/2018,19/12/2018,,0.4 mi,,,0.6 mi,,0.5 mi,,,,,,,,,
